Country,Region,Date,Age,Cases,Deaths
Croatia,Istarska,2021.06.13,15,372,0
Croatia,Istarska,2021.06.13,20,519,0
Croatia,Istarska,2021.06.13,25,528,0
Croatia,Istarska,2021.06.13,30,638,0
Croatia,Istarska,2021.06.13,35,678,0
Croatia,Istarska,2021.06.13,40,647,0
Croatia,Istarska,2021.06.13,45,597,0
Croatia,Istarska,2021.06.13,50,587,0
Croatia,Istarska,2021.06.13,55,553,0
Croatia,Istarska,2021.06.13,60,510,0
Croatia,Istarska,2021.06.13,65,356,0
Croatia,Istarska,2021.06.13,70,277,0
Croatia,Istarska,2021.06.13,75,185,0
Croatia,Istarska,2021.06.13,80,166,0
Croatia,Istarska,2021.06.13,85,89,0
Croatia,Istarska,2021.06.13,90,33,0
Croatia,Istarska,2021.06.13,95,14,0
Croatia,Istarska,2021.06.13,100,2,0
Croatia,Krapinsko-zagorska,2021.06.13,0,142,0
Croatia,Krapinsko-zagorska,2021.06.13,5,157,0
Croatia,Krapinsko-zagorska,2021.06.13,10,329,0
Croatia,Krapinsko-zagorska,2021.06.13,15,482,0
Croatia,Krapinsko-zagorska,2021.06.13,20,696,0
Croatia,Krapinsko-zagorska,2021.06.13,25,855,0
Croatia,Krapinsko-zagorska,2021.06.13,30,929,0
Croatia,Krapinsko-zagorska,2021.06.13,35,1023,0
Croatia,Krapinsko-zagorska,2021.06.13,40,1035,0
Croatia,Krapinsko-zagorska,2021.06.13,45,1050,0
Croatia,Krapinsko-zagorska,2021.06.13,50,1005,0
Croatia,Krapinsko-zagorska,2021.06.13,55,936,0
Croatia,Krapinsko-zagorska,2021.06.13,60,667,0
Croatia,Krapinsko-zagorska,2021.06.13,65,495,0
Croatia,Krapinsko-zagorska,2021.06.13,70,411,0
Croatia,Krapinsko-zagorska,2021.06.13,75,282,0
Croatia,Krapinsko-zagorska,2021.06.13,80,240,0
Croatia,Krapinsko-zagorska,2021.06.13,85,172,0
Croatia,Krapinsko-zagorska,2021.06.13,90,62,0
Croatia,Krapinsko-zagorska,2021.06.13,95,10,0
Croatia,Krapinsko-zagorska,2021.06.13,100,2,0
Croatia,Pozesko-slavonska,2021.06.13,0,19,0
Croatia,Pozesko-slavonska,2021.06.13,5,32,0
Croatia,Pozesko-slavonska,2021.06.13,10,74,0
Croatia,Pozesko-slavonska,2021.06.13,15,144,0
Croatia,Pozesko-slavonska,2021.06.13,20,233,0
Croatia,Pozesko-slavonska,2021.06.13,25,316,0
Croatia,Pozesko-slavonska,2021.06.13,30,328,0
Croatia,Pozesko-slavonska,2021.06.13,35,376,0
Croatia,Pozesko-slavonska,2021.06.13,40,352,0
Croatia,Pozesko-slavonska,2021.06.13,45,323,0
Croatia,Pozesko-slavonska,2021.06.13,50,362,0
Croatia,Pozesko-slavonska,2021.06.13,55,341,0
Croatia,Pozesko-slavonska,2021.06.13,60,292,0
Croatia,Pozesko-slavonska,2021.06.13,65,212,0
Croatia,Pozesko-slavonska,2021.06.13,70,160,0
Croatia,Pozesko-slavonska,2021.06.13,75,136,0
Croatia,Pozesko-slavonska,2021.06.13,80,92,0
Croatia,Pozesko-slavonska,2021.06.13,85,67,0
Croatia,Pozesko-slavonska,2021.06.13,90,16,0
Croatia,Pozesko-slavonska,2021.06.13,95,1,0
Croatia,Pozesko-slavonska,2021.06.13,100,0,0
Croatia,Primorsko-goranska,2021.06.13,0,415,0
Croatia,Primorsko-goranska,2021.06.13,5,741,0
Croatia,Primorsko-goranska,2021.06.13,10,1221,0
Croatia,Primorsko-goranska,2021.06.13,15,1607,0
Croatia,Primorsko-goranska,2021.06.13,20,1630,0
Croatia,Primorsko-goranska,2021.06.13,25,1989,0
Croatia,Primorsko-goranska,2021.06.13,30,2505,0
Croatia,Primorsko-goranska,2021.06.13,35,3035,0
Croatia,Primorsko-goranska,2021.06.13,40,3301,0
Croatia,Primorsko-goranska,2021.06.13,45,3138,0
Croatia,Primorsko-goranska,2021.06.13,50,2748,0
Croatia,Primorsko-goranska,2021.06.13,55,2695,0
Croatia,Primorsko-goranska,2021.06.13,60,2372,0
Croatia,Primorsko-goranska,2021.06.13,65,1955,0
Croatia,Primorsko-goranska,2021.06.13,70,1504,0
Croatia,Primorsko-goranska,2021.06.13,75,815,0
Croatia,Primorsko-goranska,2021.06.13,80,749,0
Croatia,Primorsko-goranska,2021.06.13,85,410,0
Croatia,Primorsko-goranska,2021.06.13,90,136,0
Croatia,Primorsko-goranska,2021.06.13,95,33,0
Croatia,Primorsko-goranska,2021.06.13,100,2,0
Croatia,Sibensko-kninska,2021.06.13,0,109,0
Croatia,Sibensko-kninska,2021.06.13,5,230,0
Croatia,Sibensko-kninska,2021.06.13,10,323,0
Croatia,Sibensko-kninska,2021.06.13,15,520,0
Croatia,Sibensko-kninska,2021.06.13,20,614,0
Croatia,Sibensko-kninska,2021.06.13,25,730,0
Croatia,Sibensko-kninska,2021.06.13,30,740,0
Croatia,Sibensko-kninska,2021.06.13,35,850,0
Croatia,Sibensko-kninska,2021.06.13,40,841,0
Croatia,Sibensko-kninska,2021.06.13,45,825,0
Croatia,Sibensko-kninska,2021.06.13,50,762,0
Croatia,Sibensko-kninska,2021.06.13,55,782,0
Croatia,Sibensko-kninska,2021.06.13,60,771,0
Croatia,Sibensko-kninska,2021.06.13,65,588,0
Croatia,Sibensko-kninska,2021.06.13,70,413,0
Croatia,Sibensko-kninska,2021.06.13,75,219,0
Croatia,Sibensko-kninska,2021.06.13,80,284,0
Croatia,Sibensko-kninska,2021.06.13,85,216,0
Croatia,Sibensko-kninska,2021.06.13,90,105,0
Croatia,Sibensko-kninska,2021.06.13,95,16,0
Croatia,Sibensko-kninska,2021.06.13,100,3,0
Croatia,Splitsko-dalmatinska,2021.06.13,0,598,0
Croatia,Splitsko-dalmatinska,2021.06.13,5,1002,0
Croatia,Splitsko-dalmatinska,2021.06.13,10,1890,0
Croatia,Splitsko-dalmatinska,2021.06.13,15,2457,0
Croatia,Splitsko-dalmatinska,2021.06.13,20,2741,0
Croatia,Splitsko-dalmatinska,2021.06.13,25,3562,0
Croatia,Splitsko-dalmatinska,2021.06.13,30,3774,0
Croatia,Splitsko-dalmatinska,2021.06.13,35,4033,0
Croatia,Splitsko-dalmatinska,2021.06.13,40,4006,0
Croatia,Splitsko-dalmatinska,2021.06.13,45,3798,0
Croatia,Splitsko-dalmatinska,2021.06.13,50,3602,0
Croatia,Splitsko-dalmatinska,2021.06.13,55,3491,0
Croatia,Splitsko-dalmatinska,2021.06.13,60,3340,0
Croatia,Splitsko-dalmatinska,2021.06.13,65,2452,0
Croatia,Splitsko-dalmatinska,2021.06.13,70,1885,0
Croatia,Splitsko-dalmatinska,2021.06.13,75,986,0
Croatia,Splitsko-dalmatinska,2021.06.13,80,912,0
Croatia,Splitsko-dalmatinska,2021.06.13,85,510,0
Croatia,Splitsko-dalmatinska,2021.06.13,90,213,0
Croatia,Splitsko-dalmatinska,2021.06.13,95,39,0
Croatia,Splitsko-dalmatinska,2021.06.13,100,1,0
Croatia,Varazdinska,2021.06.13,0,283,0
Croatia,Varazdinska,2021.06.13,5,446,0
Croatia,Varazdinska,2021.06.13,10,700,0
Croatia,Varazdinska,2021.06.13,15,920,0
Croatia,Varazdinska,2021.06.13,20,1256,0
Croatia,Varazdinska,2021.06.13,25,1497,0
Croatia,Varazdinska,2021.06.13,30,1726,0
Croatia,Varazdinska,2021.06.13,35,2039,0
Croatia,Varazdinska,2021.06.13,40,2117,0
Croatia,Varazdinska,2021.06.13,45,1998,0
Croatia,Varazdinska,2021.06.13,50,1973,0
Croatia,Varazdinska,2021.06.13,55,1921,0
Croatia,Varazdinska,2021.06.13,60,1514,0
Croatia,Varazdinska,2021.06.13,65,1096,0
Croatia,Varazdinska,2021.06.13,70,813,0
Croatia,Varazdinska,2021.06.13,75,583,0
Croatia,Varazdinska,2021.06.13,80,491,0
Croatia,Varazdinska,2021.06.13,85,300,0
Croatia,Varazdinska,2021.06.13,90,124,0
Croatia,Varazdinska,2021.06.13,95,21,0
Croatia,Varazdinska,2021.06.13,100,2,0
Croatia,Vukovarsko-srijemska,2021.06.13,0,94,0
Croatia,Vukovarsko-srijemska,2021.06.13,5,147,0
Croatia,Vukovarsko-srijemska,2021.06.13,10,278,0
Croatia,Vukovarsko-srijemska,2021.06.13,15,488,0
Croatia,Vukovarsko-srijemska,2021.06.13,20,609,0
Croatia,Vukovarsko-srijemska,2021.06.13,25,737,0
Croatia,Vukovarsko-srijemska,2021.06.13,30,882,0
Croatia,Vukovarsko-srijemska,2021.06.13,35,939,0
Croatia,Vukovarsko-srijemska,2021.06.13,40,948,0
Croatia,Vukovarsko-srijemska,2021.06.13,45,897,0
Croatia,Vukovarsko-srijemska,2021.06.13,50,914,0
Croatia,Vukovarsko-srijemska,2021.06.13,55,979,0
Croatia,Vukovarsko-srijemska,2021.06.13,60,911,0
Croatia,Vukovarsko-srijemska,2021.06.13,65,654,0
Croatia,Vukovarsko-srijemska,2021.06.13,70,505,0
Croatia,Vukovarsko-srijemska,2021.06.13,75,315,0
Croatia,Vukovarsko-srijemska,2021.06.13,80,325,0
Croatia,Vukovarsko-srijemska,2021.06.13,85,193,0
Croatia,Vukovarsko-srijemska,2021.06.13,90,66,0
Croatia,Vukovarsko-srijemska,2021.06.13,95,6,0
Croatia,Vukovarsko-srijemska,2021.06.13,100,1,0
Croatia,Zadarska,2021.06.13,0,170,0
Croatia,Zadarska,2021.06.13,5,204,0
Croatia,Zadarska,2021.06.13,10,374,0
Croatia,Zadarska,2021.06.13,15,577,0
Croatia,Zadarska,2021.06.13,20,851,0
Croatia,Zadarska,2021.06.13,25,1174,0
Croatia,Zadarska,2021.06.13,30,1219,0
Croatia,Zadarska,2021.06.13,35,1282,0
Croatia,Zadarska,2021.06.13,40,1292,0
Croatia,Zadarska,2021.06.13,45,1178,0
Croatia,Zadarska,2021.06.13,50,1057,0
Croatia,Zadarska,2021.06.13,55,1074,0
Croatia,Zadarska,2021.06.13,60,891,0
Croatia,Zadarska,2021.06.13,65,689,0
Croatia,Zadarska,2021.06.13,70,550,0
Croatia,Zadarska,2021.06.13,75,382,0
Croatia,Zadarska,2021.06.13,80,298,0
Croatia,Zadarska,2021.06.13,85,188,0
Croatia,Zadarska,2021.06.13,90,62,0
Croatia,Zadarska,2021.06.13,95,28,0
Croatia,Zadarska,2021.06.13,100,1,0
Cuba,All,2020.05.24,0,0,0
Cuba,All,2020.05.24,5,0,0
Cuba,All,2020.05.24,10,0,0
Cuba,All,2020.05.24,15,0,0
Cuba,All,2020.05.24,20,0,0
Cuba,All,2020.05.24,25,0,0
Cuba,All,2020.05.24,30,0,0
Cuba,All,2020.05.24,35,0,2
Cuba,All,2020.05.24,40,0,0
Cuba,All,2020.05.24,45,0,2
Cuba,All,2020.05.24,50,0,4
Cuba,All,2020.05.24,55,0,6
Cuba,All,2020.05.24,60,0,6
Cuba,All,2020.05.24,65,0,8
Cuba,All,2020.05.24,70,0,9
Cuba,All,2020.05.24,75,0,11
Cuba,All,2020.05.24,80,0,14
Cuba,All,2020.05.24,85,0,10
Cuba,All,2020.05.24,90,0,3
Cuba,All,2020.05.24,95,0,1
Cuba,All,2020.05.24,100,0,1
Czechia,All,2021.06.14,0,40076,2
Czechia,All,2021.06.14,5,65427,1
Czechia,All,2021.06.14,10,72050,1
Czechia,All,2021.06.14,15,72227,2
Czechia,All,2021.06.14,20,85433,3
Czechia,All,2021.06.14,25,108825,19
Czechia,All,2021.06.14,30,120345,39
Czechia,All,2021.06.14,35,127434,67
Czechia,All,2021.06.14,40,160277,131
Czechia,All,2021.06.14,45,174823,247
Czechia,All,2021.06.14,50,135756,393
Czechia,All,2021.06.14,55,126517,766
Czechia,All,2021.06.14,60,94735,1469
Czechia,All,2021.06.14,65,77615,2925
Czechia,All,2021.06.14,70,67525,4932
Czechia,All,2021.06.14,75,49482,5952
Czechia,All,2021.06.14,80,31217,5348
Czechia,All,2021.06.14,85,21417,4694
Czechia,All,2021.06.14,90,10738,2562
Czechia,All,2021.06.14,95,2552,598
Czechia,All,2021.06.14,100,234,46
Czechia,Central Bohemia,2021.02.06,0,3325,0
Czechia,Central Bohemia,2021.02.06,5,5865,0
Czechia,Central Bohemia,2021.02.06,10,6395,0
Czechia,Central Bohemia,2021.02.06,15,6469,0
Czechia,Central Bohemia,2021.02.06,20,6760,0
Czechia,Central Bohemia,2021.02.06,25,8191,1
Czechia,Central Bohemia,2021.02.06,30,9015,5
Czechia,Central Bohemia,2021.02.06,35,10525,4
Czechia,Central Bohemia,2021.02.06,40,14101,6
Czechia,Central Bohemia,2021.02.06,45,14856,17
Czechia,Central Bohemia,2021.02.06,50,10723,11
Czechia,Central Bohemia,2021.02.06,55,9399,38
Czechia,Central Bohemia,2021.02.06,60,7067,64
Czechia,Central Bohemia,2021.02.06,65,5877,148
Czechia,Central Bohemia,2021.02.06,70,5316,276
Czechia,Central Bohemia,2021.02.06,75,3784,379
Czechia,Central Bohemia,2021.02.06,80,2465,339
Czechia,Central Bohemia,2021.02.06,85,1993,326
Czechia,Central Bohemia,2021.02.06,90,1030,178
Czechia,Central Bohemia,2021.02.06,95,249,48
Czechia,Central Bohemia,2021.02.06,100,19,4
Czechia,Hradec Kralove,2021.04.18,0,2835,1
Czechia,Hradec Kralove,2021.04.18,5,4511,0
Czechia,Hradec Kralove,2021.04.18,10,4833,0
Czechia,Hradec Kralove,2021.04.18,15,4630,1
Czechia,Hradec Kralove,2021.04.18,20,5270,0
Czechia,Hradec Kralove,2021.04.18,25,6300,2
Czechia,Hradec Kralove,2021.04.18,30,6910,2
Czechia,Hradec Kralove,2021.04.18,35,7355,1
Czechia,Hradec Kralove,2021.04.18,40,9379,11
Czechia,Hradec Kralove,2021.04.18,45,10874,13
Czechia,Hradec Kralove,2021.04.18,50,8581,15
Czechia,Hradec Kralove,2021.04.18,55,7926,39
Czechia,Hradec Kralove,2021.04.18,60,5988,64
Czechia,Hradec Kralove,2021.04.18,65,5225,172
Czechia,Hradec Kralove,2021.04.18,70,4451,290
Czechia,Hradec Kralove,2021.04.18,75,3353,323
Czechia,Hradec Kralove,2021.04.18,80,2191,318
Czechia,Hradec Kralove,2021.04.18,85,1557,315
Czechia,Hradec Kralove,2021.04.18,90,815,188
Czechia,Hradec Kralove,2021.04.18,95,192,26
Czechia,Hradec Kralove,2021.04.18,100,15,1
Czechia,Karlovy Vary,2021.05.30,0,1044,0
Czechia,Karlovy Vary,2021.05.30,5,1601,0
Czechia,Karlovy Vary,2021.05.30,10,1756,0
Czechia,Karlovy Vary,2021.05.30,15,1800,0
Czechia,Karlovy Vary,2021.05.30,20,2101,1
Czechia,Karlovy Vary,2021.05.30,25,2652,1
Czechia,Karlovy Vary,2021.05.30,30,2981,2
Czechia,Karlovy Vary,2021.05.30,35,3184,4
Czechia,Karlovy Vary,2021.05.30,40,4060,5
Czechia,Karlovy Vary,2021.05.30,45,4774,14
Czechia,Karlovy Vary,2021.05.30,50,3820,16
Czechia,Karlovy Vary,2021.05.30,55,3678,53
Czechia,Karlovy Vary,2021.05.30,60,2891,82
Czechia,Karlovy Vary,2021.05.30,65,2608,167
Czechia,Karlovy Vary,2021.05.30,70,2263,250
Czechia,Karlovy Vary,2021.05.30,75,1605,273
Czechia,Karlovy Vary,2021.05.30,80,1115,284
Czechia,Karlovy Vary,2021.05.30,85,675,199
Czechia,Karlovy Vary,2021.05.30,90,323,103
Czechia,Karlovy Vary,2021.05.30,95,62,28
Czechia,Karlovy Vary,2021.05.30,100,6,2
Czechia,Liberec,2021.06.13,0,2030,0
Czechia,Liberec,2021.06.13,5,3700,0
Czechia,Liberec,2021.06.13,10,3984,0
Czechia,Liberec,2021.06.13,15,3872,0
Czechia,Liberec,2021.06.13,20,4145,1
Czechia,Liberec,2021.06.13,25,5134,0
Czechia,Liberec,2021.06.13,30,5666,4
Czechia,Liberec,2021.06.13,35,5884,3
Czechia,Liberec,2021.06.13,40,7829,1
Czechia,Liberec,2021.06.13,45,8694,10
Czechia,Liberec,2021.06.13,50,6511,15
Czechia,Liberec,2021.06.13,55,5897,25
Czechia,Liberec,2021.06.13,60,4375,56
Czechia,Liberec,2021.06.13,65,3873,141
Czechia,Liberec,2021.06.13,70,3576,237
Czechia,Liberec,2021.06.13,75,2338,271
Czechia,Liberec,2021.06.13,80,1364,220
Czechia,Liberec,2021.06.13,85,890,174
Czechia,Liberec,2021.06.13,90,463,101
Czechia,Liberec,2021.06.13,95,105,20
Czechia,Liberec,2021.06.13,100,7,1
Czechia,Moravia-Silesia,2021.03.28,0,3135,0
Czechia,Moravia-Silesia,2021.03.28,5,4919,0
Czechia,Moravia-Silesia,2021.03.28,10,6165,0
Czechia,Moravia-Silesia,2021.03.28,15,6745,0
Czechia,Moravia-Silesia,2021.03.28,20,8094,0
Czechia,Moravia-Silesia,2021.03.28,25,10400,0
Czechia,Moravia-Silesia,2021.03.28,30,11635,2
Czechia,Moravia-Silesia,2021.03.28,35,11702,4
Czechia,Moravia-Silesia,2021.03.28,40,14893,8
Czechia,Moravia-Silesia,2021.03.28,45,16991,22
Czechia,Moravia-Silesia,2021.03.28,50,14313,48
Czechia,Moravia-Silesia,2021.03.28,55,13632,64
Czechia,Moravia-Silesia,2021.03.28,60,9450,129
Czechia,Moravia-Silesia,2021.03.28,65,7520,260
Czechia,Moravia-Silesia,2021.03.28,70,6606,478
Czechia,Moravia-Silesia,2021.03.28,75,5199,577
Czechia,Moravia-Silesia,2021.03.28,80,3561,588
Czechia,Moravia-Silesia,2021.03.28,85,2131,485
Czechia,Moravia-Silesia,2021.03.28,90,1012,244
Czechia,Moravia-Silesia,2021.03.28,95,249,67
Czechia,Moravia-Silesia,2021.03.28,100,19,4
Czechia,Olomouc,2021.05.01,0,1857,1
Czechia,Olomouc,2021.05.01,5,3094,0
Czechia,Olomouc,2021.05.01,10,3698,0
Czechia,Olomouc,2021.05.01,15,3876,0
Czechia,Olomouc,2021.05.01,20,4842,0
Czechia,Olomouc,2021.05.01,25,5952,1
Czechia,Olomouc,2021.05.01,30,6529,2
Czechia,Olomouc,2021.05.01,35,6920,7
Czechia,Olomouc,2021.05.01,40,8865,13
Czechia,Olomouc,2021.05.01,45,9946,17
Czechia,Olomouc,2021.05.01,50,7715,19
Czechia,Olomouc,2021.05.01,55,7575,49
Czechia,Olomouc,2021.05.01,60,5622,86
Czechia,Olomouc,2021.05.01,65,4448,175
Czechia,Olomouc,2021.05.01,70,3825,260
Czechia,Olomouc,2021.05.01,75,2658,303
Czechia,Olomouc,2021.05.01,80,1756,293
Czechia,Olomouc,2021.05.01,85,1089,271
Czechia,Olomouc,2021.05.01,90,539,142
Czechia,Olomouc,2021.05.01,95,104,25
Czechia,Olomouc,2021.05.01,100,8,2
Czechia,Pardubice,2021.04.18,0,2397,0
Czechia,Pardubice,2021.04.18,5,3796,0
Czechia,Pardubice,2021.04.18,10,4133,0
Czechia,Pardubice,2021.04.18,15,4072,1
Czechia,Pardubice,2021.04.18,20,4971,0
Czechia,Pardubice,2021.04.18,25,6045,0
Czechia,Pardubice,2021.04.18,30,6490,2
Czechia,Pardubice,2021.04.18,35,6564,3
Czechia,Pardubice,2021.04.18,40,8648,6
Czechia,Pardubice,2021.04.18,45,9595,13
Czechia,Pardubice,2021.04.18,50,7417,18
Czechia,Pardubice,2021.04.18,55,6854,36
Czechia,Pardubice,2021.04.18,60,5158,64
Czechia,Pardubice,2021.04.18,65,4155,127
Czechia,Pardubice,2021.04.18,70,3563,251
Czechia,Pardubice,2021.04.18,75,2682,282
Czechia,Pardubice,2021.04.18,80,1757,240
Czechia,Pardubice,2021.04.18,85,1206,196
Czechia,Pardubice,2021.04.18,90,560,107
Czechia,Pardubice,2021.04.18,95,136,26
Czechia,Pardubice,2021.04.18,100,8,2
Czechia,Plzen,2021.04.04,0,2092,0
Czechia,Plzen,2021.04.04,5,3848,1
Czechia,Plzen,2021.04.04,10,3863,0
Czechia,Plzen,2021.04.04,15,3939,0
Czechia,Plzen,2021.04.04,20,4882,0
Czechia,Plzen,2021.04.04,25,6225,3
Czechia,Plzen,2021.04.04,30,6824,0
Czechia,Plzen,2021.04.04,35,7499,5
Czechia,Plzen,2021.04.04,40,9113,11
Czechia,Plzen,2021.04.04,45,10079,9
Czechia,Plzen,2021.04.04,50,7692,29
Czechia,Plzen,2021.04.04,55,7254,40
Czechia,Plzen,2021.04.04,60,5544,95
Czechia,Plzen,2021.04.04,65,4380,188
Czechia,Plzen,2021.04.04,70,3712,281
Czechia,Plzen,2021.04.04,75,2757,328
Czechia,Plzen,2021.04.04,80,1755,334
Czechia,Plzen,2021.04.04,85,1189,278
Czechia,Plzen,2021.04.04,90,575,149
Czechia,Plzen,2021.04.04,95,112,31
Czechia,Plzen,2021.04.04,100,12,3
Czechia,Prague,2021.02.21,0,3195,0
Czechia,Prague,2021.02.21,5,5391,0
Czechia,Prague,2021.02.21,10,5105,0
Czechia,Prague,2021.02.21,15,5201,0
Czechia,Prague,2021.02.21,20,6815,0
Czechia,Prague,2021.02.21,25,9937,0
Czechia,Prague,2021.02.21,30,11493,1
Czechia,Prague,2021.02.21,35,11361,2
Czechia,Prague,2021.02.21,40,13064,3
Czechia,Prague,2021.02.21,45,12359,12
Czechia,Prague,2021.02.21,50,8818,14
Czechia,Prague,2021.02.21,55,8188,26
Czechia,Prague,2021.02.21,60,6045,47
Czechia,Prague,2021.02.21,65,5173,107
Czechia,Prague,2021.02.21,70,4428,207
Czechia,Prague,2021.02.21,75,3599,321
Czechia,Prague,2021.02.21,80,2136,319
Czechia,Prague,2021.02.21,85,1838,357
Czechia,Prague,2021.02.21,90,1206,252
Czechia,Prague,2021.02.21,95,386,94
Czechia,Prague,2021.02.21,100,37,8
Czechia,South Bohemia,2021.05.16,0,2149,0
Czechia,South Bohemia,2021.05.16,5,3646,0
Czechia,South Bohemia,2021.05.16,10,4234,0
Czechia,South Bohemia,2021.05.16,15,4373,0
Czechia,South Bohemia,2021.05.16,20,5107,0
Czechia,South Bohemia,2021.05.16,25,6274,0
Czechia,South Bohemia,2021.05.16,30,6666,2
Czechia,South Bohemia,2021.05.16,35,7096,1
Czechia,South Bohemia,2021.05.16,40,9320,11
Czechia,South Bohemia,2021.05.16,45,10365,17
Czechia,South Bohemia,2021.05.16,50,8187,28
Czechia,South Bohemia,2021.05.16,55,7794,46
Czechia,South Bohemia,2021.05.16,60,6061,121
Czechia,South Bohemia,2021.05.16,65,4942,194
Czechia,South Bohemia,2021.05.16,70,4120,299
Czechia,South Bohemia,2021.05.16,75,2996,389
Czechia,South Bohemia,2021.05.16,80,1842,313
Czechia,South Bohemia,2021.05.16,85,1455,342
Czechia,South Bohemia,2021.05.16,90,661,173
Czechia,South Bohemia,2021.05.16,95,145,30
Czechia,South Bohemia,2021.05.16,100,16,2
Czechia,South Moravia,2021.05.15,0,3076,0
Czechia,South Moravia,2021.05.15,5,5187,0
Czechia,South Moravia,2021.05.15,10,5538,0
Czechia,South Moravia,2021.05.15,15,5795,0
Czechia,South Moravia,2021.05.15,20,7989,0
Czechia,South Moravia,2021.05.15,25,11172,3
Czechia,South Moravia,2021.05.15,30,11968,6
Czechia,South Moravia,2021.05.15,35,12623,9
Czechia,South Moravia,2021.05.15,40,15343,15
Czechia,South Moravia,2021.05.15,45,16206,23
Czechia,South Moravia,2021.05.15,50,12700,42
Czechia,South Moravia,2021.05.15,55,12006,92
Czechia,South Moravia,2021.05.15,60,9149,146
Czechia,South Moravia,2021.05.15,65,7099,296
Czechia,South Moravia,2021.05.15,70,6152,518
Czechia,South Moravia,2021.05.15,75,4837,678
Czechia,South Moravia,2021.05.15,80,3159,614
Czechia,South Moravia,2021.05.15,85,2180,521
Czechia,South Moravia,2021.05.15,90,1185,335
Czechia,South Moravia,2021.05.15,95,274,64
Czechia,South Moravia,2021.05.15,100,19,7
Czechia,Usti nad Labe,2021.03.13,0,2103,0
Czechia,Usti nad Labe,2021.03.13,5,3318,0
Czechia,Usti nad Labe,2021.03.13,10,4028,1
Czechia,Usti nad Labe,2021.03.13,15,4218,0
Czechia,Usti nad Labe,2021.03.13,20,4888,0
Czechia,Usti nad Labe,2021.03.13,25,6135,2
Czechia,Usti nad Labe,2021.03.13,30,6526,4
Czechia,Usti nad Labe,2021.03.13,35,7220,7
Czechia,Usti nad Labe,2021.03.13,40,9474,5
Czechia,Usti nad Labe,2021.03.13,45,11086,17
Czechia,Usti nad Labe,2021.03.13,50,8458,27
Czechia,Usti nad Labe,2021.03.13,55,7412,51
Czechia,Usti nad Labe,2021.03.13,60,5575,80
Czechia,Usti nad Labe,2021.03.13,65,4797,164
Czechia,Usti nad Labe,2021.03.13,70,4621,349
Czechia,Usti nad Labe,2021.03.13,75,3010,369
Czechia,Usti nad Labe,2021.03.13,80,1851,329
Czechia,Usti nad Labe,2021.03.13,85,1253,274
Czechia,Usti nad Labe,2021.03.13,90,573,125
Czechia,Usti nad Labe,2021.03.13,95,130,27
Czechia,Usti nad Labe,2021.03.13,100,6,1
Czechia,Vysocina,2021.04.18,0,1276,0
Czechia,Vysocina,2021.04.18,5,2215,0
Czechia,Vysocina,2021.04.18,10,2872,0
Czechia,Vysocina,2021.04.18,15,3329,0
Czechia,Vysocina,2021.04.18,20,4154,0
Czechia,Vysocina,2021.04.18,25,5073,0
Czechia,Vysocina,2021.04.18,30,5308,1
Czechia,Vysocina,2021.04.18,35,5574,2
Czechia,Vysocina,2021.04.18,40,7181,5
Czechia,Vysocina,2021.04.18,45,7969,7
Czechia,Vysocina,2021.04.18,50,6806,21
Czechia,Vysocina,2021.04.18,55,6324,29
Czechia,Vysocina,2021.04.18,60,4633,69
Czechia,Vysocina,2021.04.18,65,3508,111
Czechia,Vysocina,2021.04.18,70,3189,222
Czechia,Vysocina,2021.04.18,75,2410,256
Czechia,Vysocina,2021.04.18,80,1726,234
Czechia,Vysocina,2021.04.18,85,1244,214
Czechia,Vysocina,2021.04.18,90,546,97
Czechia,Vysocina,2021.04.18,95,110,21
Czechia,Vysocina,2021.04.18,100,7,2
Czechia,Zlin,2021.05.09,0,2303,0
Czechia,Zlin,2021.05.09,5,3145,0
Czechia,Zlin,2021.05.09,10,3688,0
Czechia,Zlin,2021.05.09,15,4024,0
Czechia,Zlin,2021.05.09,20,4707,0
Czechia,Zlin,2021.05.09,25,5911,2
Czechia,Zlin,2021.05.09,30,6279,2
Czechia,Zlin,2021.05.09,35,6530,4
Czechia,Zlin,2021.05.09,40,8521,4
Czechia,Zlin,2021.05.09,45,9273,10
Czechia,Zlin,2021.05.09,50,7593,16
Czechia,Zlin,2021.05.09,55,7454,30
Czechia,Zlin,2021.05.09,60,5599,62
Czechia,Zlin,2021.05.09,65,4218,136
Czechia,Zlin,2021.05.09,70,3623,213
Czechia,Zlin,2021.05.09,75,2742,308
Czechia,Zlin,2021.05.09,80,1946,320
Czechia,Zlin,2021.05.09,85,1280,288
Czechia,Zlin,2021.05.09,90,583,135
Czechia,Zlin,2021.05.09,95,134,26
Czechia,Zlin,2021.05.09,100,8,6
Denmark,All,2021.06.15,0,8307,0
Denmark,All,2021.06.15,5,13222,0
Denmark,All,2021.06.15,10,21290,0
Denmark,All,2021.06.15,15,26472,0
Denmark,All,2021.06.15,20,29570,0
Denmark,All,2021.06.15,25,27711,0
Denmark,All,2021.06.15,30,21733,2
Denmark,All,2021.06.15,35,18489,4
Denmark,All,2021.06.15,40,20356,3
Denmark,All,2021.06.15,45,22039,6
Denmark,All,2021.06.15,50,22075,22
Denmark,All,2021.06.15,55,18020,43
Denmark,All,2021.06.15,60,12411,75
Denmark,All,2021.06.15,65,8594,136
Denmark,All,2021.06.15,70,7033,275
Denmark,All,2021.06.15,75,5079,399
Denmark,All,2021.06.15,80,3637,499
