Country,Region,Date,Age,Cases,Deaths
Argentina,La Rioja,2021.06.13,70,498,87
Argentina,La Rioja,2021.06.13,75,302,74
Argentina,La Rioja,2021.06.13,80,207,59
Argentina,La Rioja,2021.06.13,85,131,56
Argentina,La Rioja,2021.06.13,90,61,23
Argentina,La Rioja,2021.06.13,95,13,3
Argentina,La Rioja,2021.06.13,100,2,1
Argentina,Mendoza,2021.06.13,0,1161,5
Argentina,Mendoza,2021.06.13,5,1001,0
Argentina,Mendoza,2021.06.13,10,1968,1
Argentina,Mendoza,2021.06.13,15,4976,5
Argentina,Mendoza,2021.06.13,20,10108,3
Argentina,Mendoza,2021.06.13,25,14899,15
Argentina,Mendoza,2021.06.13,30,16170,17
Argentina,Mendoza,2021.06.13,35,14812,30
Argentina,Mendoza,2021.06.13,40,14152,56
Argentina,Mendoza,2021.06.13,45,11990,90
Argentina,Mendoza,2021.06.13,50,10068,153
Argentina,Mendoza,2021.06.13,55,8157,207
Argentina,Mendoza,2021.06.13,60,6140,302
Argentina,Mendoza,2021.06.13,65,5029,427
Argentina,Mendoza,2021.06.13,70,3375,390
Argentina,Mendoza,2021.06.13,75,2407,403
Argentina,Mendoza,2021.06.13,80,1648,359
Argentina,Mendoza,2021.06.13,85,1055,277
Argentina,Mendoza,2021.06.13,90,528,139
Argentina,Mendoza,2021.06.13,95,101,26
Argentina,Mendoza,2021.06.13,100,21,3
Argentina,Misiones,2021.06.13,0,26,0
Argentina,Misiones,2021.06.13,5,33,0
Argentina,Misiones,2021.06.13,10,187,0
Argentina,Misiones,2021.06.13,15,1274,1
Argentina,Misiones,2021.06.13,20,2363,0
Argentina,Misiones,2021.06.13,25,2978,5
Argentina,Misiones,2021.06.13,30,2610,3
Argentina,Misiones,2021.06.13,35,2494,6
Argentina,Misiones,2021.06.13,40,2258,8
Argentina,Misiones,2021.06.13,45,1860,19
Argentina,Misiones,2021.06.13,50,1645,23
Argentina,Misiones,2021.06.13,55,1515,31
Argentina,Misiones,2021.06.13,60,1274,48
Argentina,Misiones,2021.06.13,65,868,41
Argentina,Misiones,2021.06.13,70,574,52
Argentina,Misiones,2021.06.13,75,349,34
Argentina,Misiones,2021.06.13,80,233,38
Argentina,Misiones,2021.06.13,85,121,17
Argentina,Misiones,2021.06.13,90,52,15
Argentina,Misiones,2021.06.13,95,12,6
Argentina,Misiones,2021.06.13,100,3,2
Argentina,NeuquAn,2021.06.13,0,1475,1
Argentina,NeuquAn,2021.06.13,5,1690,0
Argentina,NeuquAn,2021.06.13,10,2619,0
Argentina,NeuquAn,2021.06.13,15,4750,1
Argentina,NeuquAn,2021.06.13,20,8227,2
Argentina,NeuquAn,2021.06.13,25,11135,6
Argentina,NeuquAn,2021.06.13,30,12394,8
Argentina,NeuquAn,2021.06.13,35,11231,13
Argentina,NeuquAn,2021.06.13,40,10482,30
Argentina,NeuquAn,2021.06.13,45,8488,43
Argentina,NeuquAn,2021.06.13,50,6756,79
Argentina,NeuquAn,2021.06.13,55,5652,130
Argentina,NeuquAn,2021.06.13,60,4132,199
Argentina,NeuquAn,2021.06.13,65,2991,231
Argentina,NeuquAn,2021.06.13,70,2058,214
Argentina,NeuquAn,2021.06.13,75,1242,193
Argentina,NeuquAn,2021.06.13,80,792,154
Argentina,NeuquAn,2021.06.13,85,469,120
Argentina,NeuquAn,2021.06.13,90,238,52
Argentina,NeuquAn,2021.06.13,95,60,16
Argentina,NeuquAn,2021.06.13,100,18,3
Argentina,RAo Negro,2021.06.13,0,1203,0
Argentina,RAo Negro,2021.06.13,5,1155,2
Argentina,RAo Negro,2021.06.13,10,1696,0
Argentina,RAo Negro,2021.06.13,15,3636,2
Argentina,RAo Negro,2021.06.13,20,6208,2
Argentina,RAo Negro,2021.06.13,25,8658,5
Argentina,RAo Negro,2021.06.13,30,9681,18
Argentina,RAo Negro,2021.06.13,35,9141,25
Argentina,RAo Negro,2021.06.13,40,8515,28
Argentina,RAo Negro,2021.06.13,45,7045,45
Argentina,RAo Negro,2021.06.13,50,5541,70
Argentina,RAo Negro,2021.06.13,55,4921,152
Argentina,RAo Negro,2021.06.13,60,3604,198
Argentina,RAo Negro,2021.06.13,65,2830,223
Argentina,RAo Negro,2021.06.13,70,2060,250
Argentina,RAo Negro,2021.06.13,75,1486,266
Argentina,RAo Negro,2021.06.13,80,977,220
Argentina,RAo Negro,2021.06.13,85,595,163
Argentina,RAo Negro,2021.06.13,90,282,82
Argentina,RAo Negro,2021.06.13,95,82,24
Argentina,RAo Negro,2021.06.13,100,9,1
Argentina,Salta,2021.06.13,0,303,6
Argentina,Salta,2021.06.13,5,306,2
Argentina,Salta,2021.06.13,10,676,0
Argentina,Salta,2021.06.13,15,2113,3
Argentina,Salta,2021.06.13,20,3638,5
Argentina,Salta,2021.06.13,25,5783,15
Argentina,Salta,2021.06.13,30,6559,15
Argentina,Salta,2021.06.13,35,6480,21
Argentina,Salta,2021.06.13,40,6343,41
Argentina,Salta,2021.06.13,45,5239,59
Argentina,Salta,2021.06.13,50,4118,78
Argentina,Salta,2021.06.13,55,3467,134
Argentina,Salta,2021.06.13,60,2499,174
Argentina,Salta,2021.06.13,65,1854,225
Argentina,Salta,2021.06.13,70,1325,200
Argentina,Salta,2021.06.13,75,796,188
Argentina,Salta,2021.06.13,80,631,172
Argentina,Salta,2021.06.13,85,336,110
Argentina,Salta,2021.06.13,90,149,49
Argentina,Salta,2021.06.13,95,33,14
Argentina,Salta,2021.06.13,100,9,2
Argentina,San Juan,2021.06.13,0,39,0
Argentina,San Juan,2021.06.13,5,77,0
Argentina,San Juan,2021.06.13,10,392,0
Argentina,San Juan,2021.06.13,15,2149,0
Argentina,San Juan,2021.06.13,20,4490,3
Argentina,San Juan,2021.06.13,25,5763,2
Argentina,San Juan,2021.06.13,30,5390,4
Argentina,San Juan,2021.06.13,35,4884,10
Argentina,San Juan,2021.06.13,40,4689,19
Argentina,San Juan,2021.06.13,45,4022,27
Argentina,San Juan,2021.06.13,50,3191,38
Argentina,San Juan,2021.06.13,55,2591,54
Argentina,San Juan,2021.06.13,60,1720,60
Argentina,San Juan,2021.06.13,65,1397,99
Argentina,San Juan,2021.06.13,70,915,100
Argentina,San Juan,2021.06.13,75,601,109
Argentina,San Juan,2021.06.13,80,316,83
Argentina,San Juan,2021.06.13,85,202,68
Argentina,San Juan,2021.06.13,90,77,30
Argentina,San Juan,2021.06.13,95,14,5
Argentina,San Juan,2021.06.13,100,1,2
Argentina,San Luis,2021.06.13,0,251,0
Argentina,San Luis,2021.06.13,5,598,0
Argentina,San Luis,2021.06.13,10,1998,0
Argentina,San Luis,2021.06.13,15,4469,0
Argentina,San Luis,2021.06.13,20,6182,3
Argentina,San Luis,2021.06.13,25,7065,4
Argentina,San Luis,2021.06.13,30,6748,5
Argentina,San Luis,2021.06.13,35,6367,6
Argentina,San Luis,2021.06.13,40,6298,18
Argentina,San Luis,2021.06.13,45,5051,29
Argentina,San Luis,2021.06.13,50,4123,54
Argentina,San Luis,2021.06.13,55,3346,72
Argentina,San Luis,2021.06.13,60,2387,88
Argentina,San Luis,2021.06.13,65,1810,118
Argentina,San Luis,2021.06.13,70,1200,122
Argentina,San Luis,2021.06.13,75,768,98
Argentina,San Luis,2021.06.13,80,438,74
Argentina,San Luis,2021.06.13,85,236,75
Argentina,San Luis,2021.06.13,90,113,29
Argentina,San Luis,2021.06.13,95,30,6
Argentina,San Luis,2021.06.13,100,7,4
Argentina,Santa Cruz,2021.06.13,0,397,1
Argentina,Santa Cruz,2021.06.13,5,521,0
Argentina,Santa Cruz,2021.06.13,10,1018,1
Argentina,Santa Cruz,2021.06.13,15,2731,3
Argentina,Santa Cruz,2021.06.13,20,4814,2
Argentina,Santa Cruz,2021.06.13,25,6762,5
Argentina,Santa Cruz,2021.06.13,30,7375,8
Argentina,Santa Cruz,2021.06.13,35,7003,13
Argentina,Santa Cruz,2021.06.13,40,6330,32
Argentina,Santa Cruz,2021.06.13,45,4667,27
Argentina,Santa Cruz,2021.06.13,50,3614,55
Argentina,Santa Cruz,2021.06.13,55,2841,92
Argentina,Santa Cruz,2021.06.13,60,2001,95
Argentina,Santa Cruz,2021.06.13,65,1428,113
Argentina,Santa Cruz,2021.06.13,70,843,108
Argentina,Santa Cruz,2021.06.13,75,597,109
Argentina,Santa Cruz,2021.06.13,80,364,72
Argentina,Santa Cruz,2021.06.13,85,195,49
Argentina,Santa Cruz,2021.06.13,90,80,26
Argentina,Santa Cruz,2021.06.13,95,12,5
Argentina,Santa Cruz,2021.06.13,100,6,2
Argentina,Santa Fe,2021.06.13,0,2337,5
Argentina,Santa Fe,2021.06.13,5,2705,2
Argentina,Santa Fe,2021.06.13,10,6382,0
Argentina,Santa Fe,2021.06.13,15,17296,6
Argentina,Santa Fe,2021.06.13,20,30360,13
Argentina,Santa Fe,2021.06.13,25,42256,24
Argentina,Santa Fe,2021.06.13,30,45055,29
Argentina,Santa Fe,2021.06.13,35,43171,60
Argentina,Santa Fe,2021.06.13,40,41330,96
Argentina,Santa Fe,2021.06.13,45,32440,171
Argentina,Santa Fe,2021.06.13,50,27791,241
Argentina,Santa Fe,2021.06.13,55,24528,395
Argentina,Santa Fe,2021.06.13,60,18883,587
Argentina,Santa Fe,2021.06.13,65,14556,733
Argentina,Santa Fe,2021.06.13,70,10417,806
Argentina,Santa Fe,2021.06.13,75,7084,832
Argentina,Santa Fe,2021.06.13,80,4896,812
Argentina,Santa Fe,2021.06.13,85,3154,644
Argentina,Santa Fe,2021.06.13,90,1732,359
Argentina,Santa Fe,2021.06.13,95,550,147
Argentina,Santa Fe,2021.06.13,100,61,15
Argentina,Santiago del Estero,2021.06.13,0,289,2
Argentina,Santiago del Estero,2021.06.13,5,277,0
Argentina,Santiago del Estero,2021.06.13,10,655,0
Argentina,Santiago del Estero,2021.06.13,15,2181,0
Argentina,Santiago del Estero,2021.06.13,20,4924,3
Argentina,Santiago del Estero,2021.06.13,25,6490,4
Argentina,Santiago del Estero,2021.06.13,30,6331,8
Argentina,Santiago del Estero,2021.06.13,35,6028,13
Argentina,Santiago del Estero,2021.06.13,40,5844,41
Argentina,Santiago del Estero,2021.06.13,45,4615,39
Argentina,Santiago del Estero,2021.06.13,50,3568,48
Argentina,Santiago del Estero,2021.06.13,55,2996,71
Argentina,Santiago del Estero,2021.06.13,60,2102,67
Argentina,Santiago del Estero,2021.06.13,65,1736,83
Argentina,Santiago del Estero,2021.06.13,70,1141,81
Argentina,Santiago del Estero,2021.06.13,75,797,69
Argentina,Santiago del Estero,2021.06.13,80,487,61
Argentina,Santiago del Estero,2021.06.13,85,278,36
Argentina,Santiago del Estero,2021.06.13,90,130,35
Argentina,Santiago del Estero,2021.06.13,95,30,5
Argentina,Santiago del Estero,2021.06.13,100,7,2
Argentina,Tierra del Fuego,2021.06.13,0,418,0
Argentina,Tierra del Fuego,2021.06.13,5,472,0
Argentina,Tierra del Fuego,2021.06.13,10,661,1
Argentina,Tierra del Fuego,2021.06.13,15,1261,0
Argentina,Tierra del Fuego,2021.06.13,20,2017,1
Argentina,Tierra del Fuego,2021.06.13,25,3531,2
Argentina,Tierra del Fuego,2021.06.13,30,4121,4
Argentina,Tierra del Fuego,2021.06.13,35,3913,4
Argentina,Tierra del Fuego,2021.06.13,40,3260,6
Argentina,Tierra del Fuego,2021.06.13,45,2490,12
